label,content,back_translation,synonym_aug
2,"mỗi một vấn đề đều phải dừng lại hỏi xem còn sinh viên nào có cách khác không , hay đơn giản là cách hiểu khác trên cùng một vấn đề .","mỗi một vấn đề đều phải dừng lại hỏi xem còn sinh viên nào có cách khác không , hay đơn giản là cách hiểu khác trên cùng một vấn đề .","mỗi một vấn đề đều phải dừng lại hỏi xem còn sinh viên nào có cách khác không , hay đơn giản là cách hiểu khác trên cùng một vấn đề ."
2,hoạt động tổ chức thuyết trình .,hoạt động tổ chức thuyết trình .,hoạt động tổ chức thuyết trình .
2,không ý kiến gì .,không ý kiến gì .,không ý kiến gì .
2,hết !,hết !,hết !
1,"giảng viên đứng lớp sử dụng giờ trên lớp không hiệu quả , thường kết thúc sớm , và dặn dò những điều không cần thiết , cụ thể như có những buổi học diễn ra doubledot sinh viên lên seminar đề tài không liên quan .","giảng viên đứng lớp sử dụng giờ trên lớp không hiệu quả , thường kết thúc sớm , và dặn dò những điều không cần thiết , cụ thể như có những buổi học diễn ra doubledot sinh viên lên seminar đề tài không liên quan .","giảng viên đứng lớp sử dụng giờ trên lớp không hiệu quả , thường kết thúc sớm , và dặn dò những điều không cần thiết , cụ thể như có những buổi học diễn ra doubledot sinh viên lên seminar đề tài không liên quan ."
2,cách dạy của thầy .,cách dạy của thầy .,cách dạy của thầy .
1,khả năng truyền đạt của giảng viên còn gây khó khăn cho sinh viên .,khả năng truyền đạt của giảng viên còn gây khó khăn cho sinh viên .,khả năng truyền đạt của giảng viên còn gây khó khăn cho sinh viên .
1,giảng viên nên tập trung nhiều giờ giảng lý thuyết hơn để giúp sinh viên hiểu và hiểu sâu hơn về bài học .,giảng viên nên tập trung nhiều giờ giảng lý thuyết hơn để giúp sinh viên hiểu và hiểu sâu hơn về bài học .,giảng viên nên tập trung nhiều giờ giảng lý thuyết hơn để giúp sinh viên hiểu và hiểu sâu hơn về bài học .
1,cần wifi mạnh thêm cho dãy nhà cũ .,cần wifi mạnh thêm cho dãy nhà cũ .,cần wifi mạnh thêm cho dãy nhà cũ .
1,"nên cho sinh viên đi tham quan thực tế môi trường doanh nghiệp , hạn chê lý thuyết suông .","nên cho sinh viên đi tham quan thực tế môi trường doanh nghiệp , hạn chê lý thuyết suông .","nên cho sinh viên đi tham quan thực tế môi trường doanh nghiệp , hạn chê lý thuyết suông ."
3,cô hướng dẫn rất nhiệt tình .,cô hướng dẫn rất nhiệt tình .,cô hướng dẫn rất nhiệt tình .
2,tất cả các hoạt động trên lớp .,tất cả các hoạt động trên lớp .,tất cả các hoạt động trên lớp .
1,nghỉ học thường xuyên .,nghỉ học thường xuyên .,nghỉ học thường xuyên .
2,khả năng truyền đạt chưa thực sự xuất sắc .,khả năng truyền đạt chưa thực sự xuất sắc .,khả năng truyền đạt chưa thực sự xuất sắc .
2,hoàn thiện giáo trình thực hành .,hoàn thiện giáo trình thực hành .,hoàn thiện giáo trình thực hành .
1,"cải thiện máy chiếu , phòng thực hành .","cải thiện máy chiếu , phòng thực hành .","cải thiện máy chiếu , phòng thực hành ."
3,"thầy vui tính , rất tâm lý sinh viên .","thầy vui tính , rất tâm lý sinh viên .","thầy vui tính , rất tâm lý sinh viên ."
3,"thầy dạy rất nhiệt tình , công bằng trong đánh giá .","thầy dạy rất nhiệt tình , công bằng trong đánh giá .","thầy dạy rất nhiệt tình , công bằng trong đánh giá ."
3,tiếc là học kỳ 2 em không đăng ký được lớp lập trình hướng đối tượng của cô !,tiếc là học kỳ 2 em không đăng ký được lớp lập trình hướng đối tượng của cô !,tiếc là học kỳ 2 em không đăng ký được lớp lập trình hướng đối tượng của cô !
1,"cần giảng kỹ hơn phần lý thuyết , đi sâu chậm hơn một chút .","cần giảng kỹ hơn phần lý thuyết , đi sâu chậm hơn một chút .","cần giảng kỹ hơn phần lý thuyết , đi sâu chậm hơn một chút ."
2,mở rộng kiến thức nâng cao cho sinh viên .,mở rộng kiến thức nâng cao cho sinh viên .,mở rộng kiến thức nâng cao cho sinh viên .
3,"hướng dẫn rất tận tình , trình bày hướng dẫn rất đẹp , có phong cách , thể hiện một thái độ rất nghiêm túc trong công việc giảng dạy .","hướng dẫn rất tận tình , trình bày hướng dẫn rất đẹp , có phong cách , thể hiện một thái độ rất nghiêm túc trong công việc giảng dạy .","hướng dẫn rất tận tình , trình bày hướng dẫn rất đẹp , có phong cách , thể hiện một thái độ rất nghiêm túc trong công việc giảng dạy ."
3,"hiền , dễ thương , cười tươi .","hiền , dễ thương , cười tươi .","hiền , dễ thương , cười tươi ."
2,em không có ý kiến gì thêm .,em không có ý kiến gì thêm .,em không có ý kiến gì thêm .
1,"thực hành mạng cần cung cấp tài liệu thực hành trước , những câu hỏi trong thực hành cần cho sinh viên biết để tìm hiểu nghiên cứu trước chứ đến khi thực hành mới cho biết để nghiên cứu thật sự không hiểu quả .","thực hành mạng cần cung cấp tài liệu thực hành trước , những câu hỏi trong thực hành cần cho sinh viên biết để tìm hiểu nghiên cứu trước chứ đến khi thực hành mới cho biết để nghiên cứu thật sự không hiểu quả .","thực hành mạng cần cung cấp tài liệu thực hành trước , những câu hỏi trong thực hành cần cho sinh viên biết để tìm hiểu nghiên cứu trước chứ đến khi thực hành mới cho biết để nghiên cứu thật sự không hiểu quả ."
2,cho bài tập làm tại lớp .,cho bài tập làm tại lớp .,cho bài tập làm tại lớp .
2,điểm danh học sinh đi học .,điểm danh học sinh đi học .,điểm danh học sinh đi học .
1,"máy chiếu phòng học quà mờ , đề nghị nên thay đổi .","máy chiếu phòng học quà mờ , đề nghị nên thay đổi .","máy chiếu phòng học quà mờ , đề nghị nên thay đổi ."
2,thầy cho nhiều bài tập .,thầy cho nhiều bài tập .,thầy cho nhiều bài tập .
1,"cần cải thiện chất lượng phòng học thực hành của khoa wzjwz36 tại phòng wzjwz37 , máy tính của trường cung cấp không thể sử dụng để thực hành , 10% sinh viên phải dùng laptop cá nhân để làm thực hành , bên cạnh đó phòng học cũng rất chật và nóng bức .","cần cải thiện chất lượng phòng học thực hành của khoa wzjwz36 tại phòng wzjwz37 , máy tính của trường cung cấp không thể sử dụng để thực hành , 10% sinh viên phải dùng laptop cá nhân để làm thực hành , bên cạnh đó phòng học cũng rất chật và nóng bức .","cần cải thiện chất lượng phòng học thực hành của khoa wzjwz36 tại phòng wzjwz37 , máy tính của trường cung cấp không thể sử dụng để thực hành , 10% sinh viên phải dùng laptop cá nhân để làm thực hành , bên cạnh đó phòng học cũng rất chật và nóng bức ."
3,giảng dạy đầy đủ đúng giờ .,giảng dạy đầy đủ đúng giờ .,giảng dạy đầy đủ đúng giờ .
3,thầy trang bị cho chúng em những kiến thức khá hữu ích sau khi ra trường !,thầy trang bị cho chúng em những kiến thức khá hữu ích sau khi ra trường !,thầy trang bị cho chúng em những kiến thức khá hữu ích sau khi ra trường !
1,thầy thường vào lớp trễ .,thầy thường vào lớp trễ .,thầy thường vào lớp trễ .
2,liên hệ thực tế .,liên hệ thực tế .,liên hệ thực tế .
1,cần nêu rõ mối liên hệ giữa môn này với chuyên ngành đang theo học .,cần nêu rõ mối liên hệ giữa môn này với chuyên ngành đang theo học .,cần nêu rõ mối liên hệ giữa môn này với chuyên ngành đang theo học .
2,"thầy cho đề thực hành cũng khá hay , nhưng mà thật thì em toàn code mấy bài đó trên notepad rồi nộp , không test gì cả , nhưng được cái là đồ án 10 thì điểm thực hành cũng 10 luôn .","thầy cho đề thực hành cũng khá hay , nhưng mà thật thì em toàn code mấy bài đó trên notepad rồi nộp , không test gì cả , nhưng được cái là đồ án 10 thì điểm thực hành cũng 10 luôn .","thầy cho đề thực hành cũng khá hay , nhưng mà thật thì em toàn code mấy bài đó trên notepad rồi nộp , không test gì cả , nhưng được cái là đồ án 10 thì điểm thực hành cũng 10 luôn ."
2,các hoạt động thi đua các nhóm trên lớp với nhau .,các hoạt động thi đua các nhóm trên lớp với nhau .,các hoạt động thi đua các nhóm trên lớp với nhau .
2,vì theo em thầy mọi người đi học rất đầy đủ .,vì theo em thầy mọi người đi học rất đầy đủ .,vì theo em thầy mọi người đi học rất đầy đủ .
3,"tận tâm , nhiệt tình , hăng say .","tận tâm , nhiệt tình , hăng say .","tận tâm , nhiệt tình , hăng say ."
1,nên sắp lịch học phù hợp .,nên sắp lịch học phù hợp .,nên sắp lịch học phù hợp .
1,cần có các đề tài cụ thể và quy trình thực tế để sinh viên thực hiện ở môn học này !,cần có các đề tài cụ thể và quy trình thực tế để sinh viên thực hiện ở môn học này !,cần có các đề tài cụ thể và quy trình thực tế để sinh viên thực hiện ở môn học này !
2,sau khi học xong 2 môn học wzjwz168 và wzjwz87 lớp do thầy wzjwz88 làm giảng viên lý thuyết và thầy wzjwz89 làm giảng viên em thấy một điều thế này .,sau khi học xong 2 môn học wzjwz168 và wzjwz87 lớp do thầy wzjwz88 làm giảng viên lý thuyết và thầy wzjwz89 làm giảng viên em thấy một điều thế này .,sau khi học xong 2 môn học wzjwz168 và wzjwz87 lớp do thầy wzjwz88 làm giảng viên lý thuyết và thầy wzjwz89 làm giảng viên em thấy một điều thế này .
3,thường xuyên hỗ trợ sinh viên qua diễn đàn .,thường xuyên hỗ trợ sinh viên qua diễn đàn .,thường xuyên hỗ trợ sinh viên qua diễn đàn .
3,"vui vẻ , giảng dạy tận tình .","vui vẻ , giảng dạy tận tình .","vui vẻ , giảng dạy tận tình ."
3,"cô nhiệt tình , tài liệu post đầy đủ trên mạng .","cô nhiệt tình , tài liệu post đầy đủ trên mạng .","cô nhiệt tình , tài liệu post đầy đủ trên mạng ."
2,cho em xin ít con chip nfc .,cho em xin ít con chip nfc .,cho em xin ít con chip nfc .
3,"thầy nhiệt tình , tâm huyết .","thầy nhiệt tình , tâm huyết .","thầy nhiệt tình , tâm huyết ."
1,"buổi nào cũng có thực hành, học lý thuyết xong ra thực hành liền sẽ có hiệu quả cao !","buổi nào cũng có thực hành, học lý thuyết xong ra thực hành liền sẽ có hiệu quả cao !","buổi nào cũng có thực hành, học lý thuyết xong ra thực hành liền sẽ có hiệu quả cao !"
2,không dám ý kiến .,không dám ý kiến .,không dám ý kiến .
3,"tận tâm , có kế hoạch .","tận tâm , có kế hoạch .","tận tâm , có kế hoạch ."
3,"thầy dạy rất tận tâm , nhiệt tình .","thầy dạy rất tận tâm , nhiệt tình .","thầy dạy rất tận tâm , nhiệt tình ."
3,"giảng viên tận tâm , nhiệt huyết .","giảng viên tận tâm , nhiệt huyết .","giảng viên tận tâm , nhiệt huyết ."
2,đi dạy đúng giờ và bù đủ số buổi vắng .,đi dạy đúng giờ và bù đủ số buổi vắng .,đi dạy đúng giờ và bù đủ số buổi vắng .
1,cần đưa ra nhiều ví dụ minh họa hơn .,cần đưa ra nhiều ví dụ minh họa hơn .,cần đưa ra nhiều ví dụ minh họa hơn .
1,cô lại kiểu khó tính nữa .,cô lại kiểu khó tính nữa .,cô lại kiểu khó tính nữa .
1,đến lớp hơi muộn do giao thông .,đến lớp hơi muộn do giao thông .,đến lớp hơi muộn do giao thông .
3,giảng viên tận tâm nhiệt tình !,giảng viên tận tâm nhiệt tình !,giảng viên tận tâm nhiệt tình !
